track_name,track_id,artist_name,album_name,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Roar,1FubT3w22RMHC3vreAL7cH,Charlotte de Witte,Roar,hard techno,0.752,0.858,0,-6.776,1,0.0757,0.0878,0.353,0.247,0.262,136.997
Venom,2gnjHaWoktMHgBzgRLK1HA,"Fantasm, INNERGATED",Venom,hard techno,0.624,0.984,1,-3.97,0,0.322,0.00593,0.762,0.348,0.0376,160.01
2 Be High,2bmy7s8VuHTyWQB2cbansD,"Nico Moreno, Warface",You Can't Stop The Movement,hard techno,0.587,0.936,1,-6.07,1,0.0823,0.00145,0.661,0.667,0.309,155.028
Poetry - Edit,5sbW84zLB10R64fqiukiEa,"Stella Bossi, Auk.",Poetry,hard techno,0.542,0.978,7,-4.555,1,0.0599,0.000219,0.0138,0.472,0.0923,133.006
You and Me,4Elb9ia3RBhTDtJN8qe29k,Amelie Lens,You and Me,hard techno,0.589,0.902,6,-3.478,0,0.0398,0.00574,0.288,0.141,0.255,141.988
Lollipop,2AeZKalqK8SYHE3AE3KOKP,FOVOS,Lollipop,hard techno,0.874,0.664,2,-8.342,1,0.228,0.0543,0.835,0.296,0.085,140.028
Mask Off,7AFAB7RL8PXHrSf4uY10Z6,Nicolas Julian,Mask Off,hard techno,0.835,0.658,2,-7.949,1,0.0743,0.259,0.00725,0.0652,0.399,155.017
Romantika,4nOOoo9OJbgnTBNHe5b6nD,Brutalismus 3000,Eros Massacre,hard techno,0.557,0.993,0,-4.888,1,0.0468,3.02e-05,0.855,0.166,0.941,160.034
Satan Was A Babyboomer,3IVrlcM5gDoj3lghHY9m7I,Brutalismus 3000,Satan Was A Babyboomer,hard techno,0.628,0.999,0,-6.841,1,0.0762,0.000297,0.854,0.0869,0.439,155.013
Planet X,46N0cSUeoKfdGOGG852Jk1,"Space 92, YellowHeads",Planet X,hard techno,0.792,0.836,7,-6.252,1,0.0648,0.006,0.878,0.108,0.183,130.003
Reflection,21WIoAisDlLyEsRAZX35CT,"Charlotte de Witte, Enrico Sangiuliano",Reflection EP,hard techno,0.783,0.716,8,-7.445,1,0.0528,0.0014,0.751,0.119,0.297,133.997
You're Toxic,5Ig2RPAPLrkAkFpyr8uAPj,Deborah de Luca,You're Toxic,hard techno,0.786,0.908,7,-10.402,1,0.057,0.00609,0.867,0.11,0.0543,134.995
Tell Me Why - Maddix Remix,5D8Z0KkFce9ir2yak7uj5C,"Supermode, Maddix",Tell Me Why (Maddix Remix),hard techno,0.611,0.906,9,-8.194,1,0.0638,0.0175,0.603,0.39,0.476,149.989
Get Shaky (Macon's Remix),42O31gY8N28p4DAk7YYkeM,"The Ian Carey Project, Macon",Get Shaky (Macon's Remix),hard techno,0.709,0.774,5,-6.279,0,0.166,0.0821,0.683,0.0797,0.427,146.993
More,7EiHLI7IIKrHBKn1oKIt5W,"Braaheim, ILYAA",More,hard techno,0.615,0.77,7,-3.912,1,0.0301,0.000213,6.96e-06,0.617,0.369,74.969
Escape,5eLSXWSJphV4u3YZCNXySE,Eli Brown,Escape,hard techno,0.585,0.879,6,-8.928,0,0.0482,0.000677,0.824,0.0613,0.0454,127.021
Borderline,59zH1gO9Ky2xPUEdrUrgcC,"Ely Oaks, LAVINIA",Borderline,hard techno,0.567,0.876,9,-5.558,1,0.049,0.00109,0.0949,0.406,0.333,154.039
Big Jet Plane,6nYJWAPKIJfXIKtiYc4P4O,Restricted,Big Jet Plane,hard techno,0.701,0.477,1,-12.008,1,0.0429,0.166,0.554,0.147,0.174,140.05
Be My Lover (feat. La Bouche) - 2023 Mix,2aQpISWUBToaF84DDiTeRV,"Hypaton, David Guetta, La Bouche",Be My Lover (feat. La Bouche) [2023 Mix],hard techno,0.589,0.973,8,-5.317,1,0.0426,0.0347,0.000945,0.45,0.115,126.003
Hot N*gga,19gEmPjfqSZT0ulDRfjl0m,Bobby Shmurda,Hot N*gga,hard trap,0.794,0.51,9,-7.314,1,0.42,0.0505,1.81e-06,0.0562,0.18,167.879
Lifestyle,7DTlsMOQjGysXHpwwpHuPl,"Rich Gang, Young Thug, Rich Homie Quan",Lifestyle,hard trap,0.546,0.667,1,-5.236,1,0.274,0.0152,0.0,0.0895,0.471,87.666
0 To 100 / The Catch Up,4jtyUzZm9WLc2AdaJ1dso7,Drake,0 To 100 / The Catch Up,hard trap,0.559,0.716,11,-3.964,0,0.39,0.737,0.0,0.252,0.504,176.618
We Dem Boyz,3Lt558KSXrSTLBr3EJ3BAe,Wiz Khalifa,We Dem Boyz,hard trap,0.717,0.862,8,-4.736,1,0.054,0.00689,0.0,0.321,0.52,130.021
We Still in this Bitch (feat. T.I. and Juicy J),63ZKUKbwb6Zozlk8LJCiPB,"B.o.B, T.I., Juicy J",We Still in This Bitch (feat. T.I. and Juicy J),hard trap,0.691,0.793,1,-3.506,1,0.131,0.0131,0.0,0.112,0.398,140.011
HeadBand (feat. 2 Chainz),6gf1xlPETW9CwjsdnUzW3g,"B.o.B, 2 Chainz",HeadBand (feat. 2 Chainz),hard trap,0.92,0.472,1,-7.941,1,0.333,0.166,0.0,0.068,0.308,97.463
Cashin' Out,1POAx4NMLOBPVKZUSsBh92,Ca$h Out,Cashin' Out,hard trap,0.831,0.665,1,-3.627,0,0.0711,0.149,0.0,0.0636,0.663,129.989
I Mean It (feat. Remo),6jmTHeoWvBaSrwWttr8Xvu,"G-Eazy, Remo the Hitmaker",These Things Happen,hard trap,0.712,0.562,10,-6.008,1,0.129,0.125,0.0,0.136,0.142,140.0
Champions,2B2Fy8pXpwOwmjzu6rHHd0,Ron Artest,Champions,hard trap,0.561,0.725,5,-5.471,0,0.35,0.0455,6.71e-06,0.151,0.35,145.535
The Blacker The Berry,5Mtt6tZSZA9cXTHGSGpyh0,Kendrick Lamar,To Pimp A Butterfly,hard trap,0.553,0.852,10,-4.08,0,0.305,0.00713,0.0,0.463,0.27,176.058
Turn My Swag On,6ATrsVaZT7XjkCynxM8cTS,Soulja Boy,iSouljaBoyTellem,hard trap,0.545,0.713,3,-3.102,0,0.027,0.000976,0.0,0.406,0.487,150.158
Ayy Ladies (feat. Tyga),163ExVYtJrtdE86Qd5Fw2N,"Travis Porter, Tyga",Ayy Ladies (feat. Tyga),hard trap,0.905,0.753,10,-3.613,0,0.164,0.0937,0.0,0.0438,0.747,96.05
Bring It Back,45Ry9ZjzPQEFzlhJfae1V8,Travis Porter,Bring It Back,hard trap,0.93,0.781,2,-4.114,1,0.0697,0.114,0.0,0.116,0.553,98.013
Blessings,1bzM1cd6oqFozdr4wK6HdR,"Big Sean, Drake",Dark Sky Paradise,hard trap,0.79,0.621,1,-7.634,1,0.275,0.333,0.0,0.122,0.15,118.895
Trap Niggas,6elNeXUhiuHPD9hH5rocQi,Future,DS2 (Deluxe),hard trap,0.813,0.583,1,-6.922,1,0.174,0.131,3.83e-05,0.142,0.338,81.018
Strange Clouds (feat. Lil Wayne),0yQw3d0iQDjMrxaVHFv77J,"B.o.B, Lil Wayne",Strange Clouds,hard trap,0.531,0.665,8,-6.672,0,0.286,0.0607,0.0,0.131,0.8,73.726
"Young, Wild & Free (feat. Bruno Mars)",5HQVUIKwCEXpe7JIHyY734,"Snoop Dogg, Wiz Khalifa, Bruno Mars","Young, Wild & Free (feat. Bruno Mars)",hard trap,0.715,0.655,0,-6.425,1,0.137,0.0525,0.0,0.115,0.531,95.078
Ride Out,59PL9AwYjIrIpP04n9gmMR,"Kid Ink, Tyga, Wale, YG, Rich Homie Quan",Furious 7: Original Motion Picture Soundtrack,hard trap,0.696,0.804,5,-5.648,0,0.0933,0.0469,0.0,0.448,0.536,93.001
New Level (feat. Future),11BIoKDpTJHX5mZt6p566h,"A$AP Ferg, Future",New Level (feat. Future),hard trap,0.526,0.655,1,-4.208,0,0.326,0.0566,0.0,0.116,0.156,121.127
Work,54oACFHRfeOa7VD0FTQSkJ,A$AP Ferg,Work,hard trap,0.726,0.834,10,-5.564,1,0.0565,0.152,0.683,0.0845,0.561,130.04
"Work REMIX (feat. A$AP Rocky, French Montana, Trinidad James & ScHoolboy Q)",7xVLFuuYdAvcTfcP3IG3dS,"A$AP Ferg, French Montana, A$AP Rocky, Trinidad James, ScHoolboy Q",Trap Lord,hard trap,0.841,0.733,1,-5.077,1,0.142,0.0246,0.0,0.174,0.284,130.009
Stick Talk,20fAoPjfYltmd3K3bO7gbt,Future,DS2 (Deluxe),hard trap,0.729,0.672,7,-6.749,1,0.282,0.0265,0.0,0.244,0.595,159.903
Last Breath,4Arjo1XR9qXsLstvU9fFV3,Future,CREED: Original Motion Picture Soundtrack,hard trap,0.675,0.758,4,-4.589,0,0.0368,0.431,0.00177,0.377,0.152,89.982
Check,5vZDl7Jr6GmtJjnziKSBqN,Meek Mill,Dreams Worth More Than Money,hard trap,0.672,0.573,1,-7.708,1,0.277,0.000268,0.0,0.109,0.693,179.953
Watch Out,22DKsoYFV5npPXmnPpXL7i,2 Chainz,Watch Out,hard trap,0.899,0.504,8,-6.758,0,0.5,0.826,0.0,0.052,0.537,129.89
Big Rings,7jslhIiELQkgW9IHeYNOWE,"Drake, Future",What A Time To Be Alive,hard trap,0.776,0.675,8,-6.224,0,0.266,0.00196,0.0,0.227,0.27,131.984
Dilemma,0ARK753YaiJbpLUk7z5yIM,"Nelly, Kelly Rowland",Nellyville,hard trap,0.727,0.552,2,-8.074,0,0.14,0.226,0.00016,0.198,0.607,168.19
Juicy - 2005 Remaster,3xX9hoGEq1EuMGWZl8LQL1,The Notorious B.I.G.,Ready to Die (The Remaster; 2015 Remaster),hard trap,0.889,0.818,9,-4.639,1,0.253,0.47,0.0,0.179,0.782,96.063
Regulate,7nYvUtkQMx1v80S2FH2s9J,"Warren G, Nate Dogg",Regulate… G Funk Era,hard trap,0.849,0.521,11,-12.999,0,0.216,0.304,1.65e-06,0.115,0.763,95.265
Ignition - Remix,3zSCNTXI7Ed0PiidZVmzIe,R. Kelly,The Essential R. Kelly,hard trap,0.778,0.549,1,-6.144,1,0.0473,0.0549,0.0,0.0724,0.802,133.041
Lord Knows (feat. Tory Lanez),57hCSu4zMTdnSum7NBL1Ye,"Meek Mill, Tory Lanez",Dreams Worth More Than Money,hard trap,0.434,0.695,10,-7.464,0,0.485,0.0168,0.0,0.834,0.16,167.309
No Problem (feat. Lil Wayne & 2 Chainz),0v9Wz8o0BT8DU38R4ddjeH,"Chance the Rapper, Lil Wayne, 2 Chainz",Coloring Book,hard trap,0.652,0.795,11,-5.192,0,0.174,0.156,0.0,0.123,0.788,135.018
On the Regular,0bLwBXrMd3z96utPHeuQDK,Meek Mill,DC4,hard trap,0.781,0.764,2,-3.252,1,0.164,0.0175,0.0,0.102,0.352,146.03
No Heart,4gmmRb6bZJffOOiww1JGTO,"21 Savage, Metro Boomin",Savage Mode,hard trap,0.906,0.444,4,-8.692,0,0.384,0.136,6.44e-05,0.173,0.678,140.063
Litty (feat. Tory Lanez),5J5PXmMdQ2nh1lZOal8KmK,"Meek Mill, Sound M.O.B., Tory Lanez",DC4,hard trap,0.592,0.701,10,-4.014,0,0.0858,0.0451,0.0,0.327,0.282,129.501
Froze (feat. Lil Uzi Vert & Nicki Minaj),3klzr0269NpGoBpe9BUNXN,"Meek Mill, Lil Uzi Vert, Nicki Minaj",DC4,hard trap,0.7,0.693,2,-6.553,1,0.14,0.00375,0.0,0.314,0.525,133.981
Drip From My Walk,1eQIZQTJ3CQOYJPY7EOUKp,Famous Dex,Drip From My Walk,hard trap,0.739,0.553,2,-9.129,1,0.245,0.653,0.0,0.113,0.305,129.925
OOOUUU,0D21XvHcVsIvJM6FcGY2BT,Young M.A,OOOUUU,hard trap,0.64,0.819,7,-4.108,1,0.455,0.533,0.0,0.156,0.623,166.012
Girlfriend,0wJIFdZTLwl4ZQ6RNLOxQN,Kap G,El Southside,hard trap,0.876,0.658,6,-3.119,0,0.106,0.12,0.0,0.107,0.407,159.986
iSpy (feat. Lil Yachty),2EEeOnHehOozLq4aS0n6SL,"KYLE, Lil Yachty",iSpy (feat. Lil Yachty),hard trap,0.746,0.653,7,-6.745,1,0.289,0.378,0.0,0.229,0.672,75.016
Purple Lamborghini (with Rick Ross),6JyuJFedEvPmdWQW0PkbGJ,"Skrillex, Rick Ross",Purple Lamborghini (with Rick Ross),hard trap,0.457,0.899,10,-2.591,0,0.132,0.0019,0.0,0.831,0.298,147.268
Tunnel Vision,2BoS7pU92MQtynhQ0cZOLT,Kodak Black,Tunnel Vision,hard trap,0.497,0.489,11,-7.724,0,0.294,0.0576,9.91e-05,0.122,0.231,171.853
Look At Me!,7floNISpH8VF4z4459Qo18,XXXTENTACION,Look At Me!,hard trap,0.763,0.726,1,-6.405,1,0.282,0.259,0.0,0.0976,0.349,139.059
You Was Right,2ANLarE8yHVsLWW21nj79M,Lil Uzi Vert,Lil Uzi Vert vs. The World,hard trap,0.843,0.359,0,-7.417,1,0.461,0.069,0.0,0.12,0.156,81.987
There He Go,5lLuArl5DPSd0pYVl9KOWD,Kodak Black,There He Go,hard trap,0.793,0.545,4,-6.562,0,0.31,0.133,0.0,0.0777,0.383,138.027
Drowning (feat. Kodak Black),3LnOF5n1GOs01siYZXzS3p,"A Boogie Wit da Hoodie, Kodak Black",Drowning (feat. Kodak Black),hard trap,0.839,0.81,5,-5.274,0,0.0568,0.501,0.0,0.117,0.814,129.014
First Day Out,3muBQDekYAg7jm6hDu6R0Z,Tee Grizzley,My Moment,hard trap,0.587,0.711,1,-6.33,1,0.42,0.171,0.0,0.125,0.381,98.008
pick up the phone (feat. Quavo),20dP2DaMHIAmwWAbp7peSr,"Young Thug, Travis Scott, Quavo",Birds In The Trap Sing McKnight,hard trap,0.711,0.739,7,-3.804,0,0.129,0.114,0.0,0.226,0.43,136.919
Bake Sale (feat. Travis Scott),0tPShxf8VJUH6RBDEP3tVB,"Wiz Khalifa, Travis Scott",Bake Sale (feat. Travis Scott),hard trap,0.864,0.551,3,-5.198,1,0.22,0.144,0.0,0.104,0.38,139.934
100 Shots,3TXy6nchgKeYlVwOKNk9lE,Young Dolph,Bulletproof,hard trap,0.798,0.668,8,-5.244,1,0.25,0.135,4.6e-06,0.0583,0.154,134.006
Both (feat. Drake),5tFep7dXGd7vEJ668wTPux,"Gucci Mane, Drake",The Return of East Atlanta Santa,hard trap,0.85,0.405,7,-7.509,0,0.225,0.119,0.000118,0.0707,0.344,139.976
Brenda's Got A Baby,791YTMSeD7SPGWHLIe61ew,2Pac,2Pacalypse Now,hard trap,0.67,0.496,5,-14.029,0,0.0907,0.0275,0.0,0.104,0.713,166.758
You Broke,4FU9xUJc2VtOkNaeD8U1LA,"YG, Nipsey Hussle",You Broke,hard trap,0.912,0.492,1,-9.413,1,0.175,0.00233,0.0,0.137,0.489,92.504
Swish,59oP06RoBps6bvbvSQ1Zee,mike.,These Days,hard trap,0.905,0.575,1,-8.64,1,0.0881,0.067,2.22e-05,0.0602,0.365,115.031
Forever,5UsLjwBaTHBX4ektWIr4XX,"Drake, Kanye West, Lil Wayne, Eminem",Relapse: Refill,hard trap,0.457,0.906,5,-2.278,0,0.342,0.249,0.0,0.182,0.54,104.02
Lolly,2xtIAFJIMkzHGHiCrJ9iwd,"Maejor, Juicy J, Justin Bieber",Lolly,hard trap,0.474,0.893,1,-2.956,1,0.385,0.0384,0.0,0.768,0.798,152.266
Yamborghini High (feat. Juicy J),2rqUblDWJKlMVwh9uJc0Vv,"A$AP Mob, Juicy J",Yamborghini High (feat. Juicy J),hard trap,0.838,0.765,7,-6.299,1,0.28,0.0283,1.5e-05,0.0779,0.635,137.767
Cut It (feat. Young Dolph),376KnY4TrgBITxjlnbnmIy,"O.T. Genasis, Young Dolph",Cut It (feat. Young Dolph),hard trap,0.875,0.673,7,-4.184,1,0.0932,0.135,0.0,0.292,0.231,130.0
No Flockin',34oWbFBfGEElvgO0a5c9V4,Kodak Black,No Flockin',hard trap,0.943,0.595,5,-8.372,0,0.191,0.0673,0.0,0.0839,0.815,117.532
Lockjaw (feat. Kodak Black),7iaw359G2XT14uTfV9feip,"French Montana, Kodak Black",Lockjaw (feat. Kodak Black),hard trap,0.615,0.648,5,-3.792,0,0.22,0.0411,0.0,0.277,0.26,169.912
Boss,4CHp6dRZTeFAu4bSOxfH7Y,Lil Pump,Boss,hard trap,0.803,0.789,10,-3.434,0,0.0383,0.0304,0.0,0.378,0.647,119.999
Tunnel Vision,4Q3N4Ct4zCuIHuZ65E3BD4,Kodak Black,Painting Pictures,hard trap,0.497,0.489,11,-7.724,0,0.294,0.0576,9.91e-05,0.122,0.231,171.853
Lord Pretty Flacko Jodye 2 (LPFJ2),2gcWBtz13XcrxtKuPSICsh,A$AP Rocky,Lord Pretty Flacko Jodye 2 (LPFJ2),hard trap,0.696,0.793,1,-3.722,1,0.0358,0.0254,0.0,0.0716,0.0709,103.976
Running Back (feat. Lil Wayne),7guTVjzgdF5IJ1VPfkqdjo,"Wale, Lil Wayne",Running Back (feat. Lil Wayne),hard trap,0.587,0.671,2,-4.48,1,0.144,0.0823,0.0,0.161,0.1,127.133
Say It,2Gyc6e2cLxA5hoX1NOvYnU,Tory Lanez,I Told You,hard trap,0.546,0.529,11,-10.511,0,0.0583,0.0869,6.37e-06,0.124,0.248,107.333
With Them,0tISnxqgVmxqhVghsTi2Rr,Young Thug,Slime Season 3,hard trap,0.926,0.517,9,-6.794,1,0.184,0.00218,0.0,0.091,0.284,132.07
Rings,45rSGcRstfUs3hegX0PJnS,Kap G,SupaJefe,hard trap,0.853,0.558,10,-7.035,0,0.132,0.127,0.0,0.174,0.504,138.03
"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",2hSGhdXXEQSGrxFloqbPTv,"PnB Rock, Kodak Black, A Boogie Wit da Hoodie","Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",hard trap,0.703,0.661,6,-3.885,1,0.0539,0.0517,0.0,0.34,0.495,149.906
Dead Or Alive,6ekV6MGnPTuCOnjB4VcWGc,Jazz Cartier,Dead Or Alive,hard trap,0.456,0.793,5,-5.569,1,0.65,0.175,0.0,0.169,0.707,205.348
Blue Notes,7Gs3otHnZDq514kFHf0nx7,Meek Mill,DC4,hard trap,0.515,0.431,4,-8.251,1,0.257,0.665,0.0,0.147,0.184,141.392
1-800-273-8255,5tz69p7tJuGPeMGwNTxYuV,"Logic, Alessia Cara, Khalid",Everybody,hard trap,0.62,0.574,5,-7.788,0,0.0479,0.569,0.0,0.19,0.357,100.023
I Don't Get Tired (#IDGT) (feat. August Alsina),6HMHgBHdLBQ0QYIaOp2gse,"Kevin Gates, August Alsina",Luca Brasi 2: Gangsta Grillz,hard trap,0.492,0.698,1,-5.606,1,0.171,0.0524,0.0,0.428,0.288,139.953
Out the Mud,2UyQQjPjq4nA7mYivEkzRx,Kevin Gates,Luca Brasi 2: Gangsta Grillz,hard trap,0.854,0.709,10,-5.214,0,0.105,0.0402,0.0,0.0901,0.403,129.929
Paper Chasers,0gZWRn79KMIpNnfBN2Ifco,Kevin Gates,Luca Brasi Story,hard trap,0.464,0.9,2,-3.512,1,0.349,0.494,0.0,0.206,0.677,141.271
We Own It (Fast & Furious),0L41Oltq81ItdBJjHMYvyr,"2 Chainz, Wiz Khalifa",Fast & Furious 6,hard trap,0.556,0.899,8,-4.573,1,0.407,0.0517,0.0,0.0569,0.562,172.078
Hate Me Now (feat. Diddy),158DIbrVt4YbqNnWyRCS3P,"Nas, Diddy",I Am...,hard trap,0.678,0.77,9,-4.399,0,0.222,0.00583,0.0,0.109,0.412,90.0
Victory (feat. The Notorious B.I.G. & Busta Rhymes),2B9aYvlGefTIgKLhM6ia8t,"Puff Daddy, The Notorious B.I.G., Busta Rhymes",No Way Out,hard trap,0.609,0.731,9,-6.846,1,0.322,0.397,0.0,0.664,0.685,91.778
Wrote My Way Out,0Cowgp3aB6IQSNJ8pNJYUN,"Nas, Dave East, Lin-Manuel Miranda, Aloe Blacc",The Hamilton Mixtape,hard trap,0.607,0.697,9,-8.341,0,0.468,0.0756,0.0,0.464,0.186,89.213
Shabba (feat. A$AP Rocky),7eaKWfov7b2Qa2n6HTesL3,"A$AP Ferg, A$AP Rocky",Trap Lord,hard trap,0.869,0.712,9,-6.136,1,0.103,0.0715,0.0,0.272,0.435,120.0
Transportin',1WIZiOuNO3woKfdlSK2gNn,Kodak Black,Project Baby 2: All Grown Up,hard trap,0.804,0.66,10,-4.86,0,0.0726,0.0319,0.0,0.103,0.257,94.053
Patty Cake,0bXFIF7iL17TYLyx8JHziM,Kodak Black,Painting Pictures,hard trap,0.806,0.77,1,-6.464,0,0.19,0.0252,0.0,0.0645,0.406,152.094
Roll in Peace (feat. XXXTENTACION),40oKW22ZNNkEdZLJTScaQI,"Kodak Black, XXXTENTACION",Project Baby 2: All Grown Up,hard trap,0.747,0.524,10,-6.807,0,0.245,0.0306,0.0,0.2,0.363,140.053
Timeless (feat. DJ SPINKING),0q5DrtpnnGpOvBy5nnPMbe,"A Boogie Wit da Hoodie, DJ SpinKing",TBA,hard trap,0.569,0.761,5,-6.071,0,0.475,0.261,6.71e-06,0.0748,0.325,180.122
Money Trees,0UtnpKaReKUg2GquaSxCyD,"Kendrick Lamar, Jay Rock","good kid, m.A.A.d city (Deluxe)",hard trap,0.716,0.531,7,-7.355,1,0.157,0.0709,0.0,0.22,0.335,71.972
ELEMENT.,1EaKU4dMbesXXd3BrLCtYG,Kendrick Lamar,DAMN.,hard trap,0.748,0.705,4,-4.547,0,0.485,0.204,0.0,0.246,0.483,189.891
Portland,2bjwRfXMk4uRgOD9IBYl9h,"Drake, Quavo, Travis Scott",More Life,hard trap,0.925,0.443,1,-8.216,1,0.264,0.0172,0.0,0.276,0.35,136.078
through the late night,1Ci4wASMY4xtKVMeHA6Sd5,Travis Scott,Birds In The Trap Sing McKnight,hard trap,0.744,0.589,5,-1.218,0,0.0359,0.36,0.0,0.119,0.242,127.051
Blah Blah Blah,2NR2i4RnPZNKs85Anpyqel,Rich Homie Quan,I Promise I Will Never Stop Going In (Deluxe Edition),hard trap,0.698,0.391,11,-9.98,0,0.283,0.174,0.0,0.49,0.372,133.945
"Wat U Mean (Aye, Aye, Aye)",46IdjlVO3EmaMqooXZ1Hcu,Dae Dae,"Wat U Mean (Aye, Aye, Aye)",hard trap,0.923,0.599,6,-4.888,1,0.238,0.07,1.23e-06,0.0951,0.667,138.024
2 Phones,0wdKiSBUT7aZkXUIdJWcwC,Kevin Gates,Islah (Deluxe),hard trap,0.895,0.681,7,-5.267,0,0.358,0.157,0.0,0.189,0.554,121.918
THat Part,2yJ9GVCLMmzBBfQAnfzlwr,"ScHoolboy Q, Kanye West",Blank Face LP,hard trap,0.927,0.535,6,-7.59,0,0.0914,0.0856,0.0,0.136,0.337,112.961
El Chapo Jr,2wY8ZIMBATERhRezsdfqDl,2 Chainz,TrapAvelli Tre,hard trap,0.939,0.689,0,-5.121,1,0.0877,0.059,0.0,0.0895,0.502,137.05
Walked In,252gJUec2oDsGBPcxZs4nX,"Bankroll Fresh, Travis Porter, Street Money Boochie",Life Of A Hot Boy 2 : Real Trapper,hard trap,0.969,0.491,2,-9.859,1,0.233,0.0361,0.0,0.118,0.768,126.048
Black & Chinese,628Ueb4sRiXApObhcU9iPU,"Huncho Jack, Travis Scott, Quavo","Huncho Jack, Jack Huncho",hard trap,0.668,0.844,1,-4.151,1,0.0956,0.00389,0.00879,0.119,0.33,159.108
Caribou Lou (Album Version (Explicit)),0I0wn4G67txQwENcmRH3d6,Tech N9ne,Everready,hard trap,0.783,0.815,1,-2.703,1,0.298,0.128,0.0,0.0757,0.554,178.117
The Beast (Album Version (Explicit)),2ZaWL12apL7wmNPuJMlny4,Tech N9ne,Everready,hard trap,0.703,0.909,5,-4.206,0,0.46,0.286,0.0,0.402,0.776,204.208
The Race - Remix,7d19457woBxmPRCq255YqM,"Tay-K, 21 Savage, Young Nudy",#SantanaWorld (+),hard trap,0.75,0.548,9,-6.288,1,0.358,0.00619,0.0,0.156,0.377,160.084
Boss Life (feat. Offset),1yWas3061dbaZF9Zq6kfKZ,"YFN Lucci, Offset",Boss Life (feat. Offset),hard trap,0.775,0.426,1,-6.583,1,0.171,0.0757,0.0,0.124,0.322,145.154
Peepin Out the Blinds,2GZ3ilcrZ89O4e40kIXqbe,Gucci Mane,El Gato: The Human Glacier,hard trap,0.801,0.649,11,-7.29,0,0.11,0.0358,5.79e-06,0.203,0.624,150.968
I Get the Bag (feat. Migos),1XRgIKC5TPwo7nWGyKqgG0,"Gucci Mane, Migos",Mr. Davis,hard trap,0.89,0.633,11,-5.475,1,0.168,0.0232,0.000343,0.0993,0.425,139.948
Bounce,6QCvI9gnU6MchZCPq99h85,"2 Chainz, Lil Wayne",COLLEGROVE,hard trap,0.736,0.85,10,-2.168,0,0.276,0.0842,0.0,0.2,0.708,160.108
Good Drank,39pS70eeDvyCAF3t8NAlVV,"2 Chainz, Gucci Mane, Quavo",Pretty Girls Like Trap Music,hard trap,0.837,0.776,4,-0.804,0,0.24,0.274,0.0,0.113,0.37,130.023
Champions,2nBI3iWLhupR7LyAJ5GGkE,"Kanye West, Gucci Mane, Big Sean, 2 Chainz, Travis Scott, Yo Gotti, Quavo, Desiigner",Champions,hard trap,0.692,0.774,6,-2.48,0,0.0876,0.0623,0.0,0.873,0.349,134.952
"King's Dead (with Kendrick Lamar, Future & James Blake)",51rXHuKN8Loc4sUlKPODgH,"Jay Rock, Kendrick Lamar, Future, James Blake","King's Dead (with Kendrick Lamar, Future & James Blake)",hard trap,0.645,0.705,1,-5.008,1,0.299,0.000813,0.0,0.128,0.376,137.133
PICK IT UP (feat. A$AP Rocky),3ncgNpxLoBQ65ABk4djDyd,"Famous Dex, A$AP Rocky",Pick It Up (feat. A$AP Rocky),hard trap,0.921,0.467,1,-8.443,1,0.119,0.0149,0.000238,0.334,0.287,135.995
Bartier Cardi (feat. 21 Savage),75FDPwaULRdYDn4StFN2rT,"Cardi B, 21 Savage",Bartier Cardi (feat. 21 Savage),hard trap,0.909,0.546,8,-7.513,1,0.175,0.000704,0.000823,0.36,0.0986,138.043
Codeine Dreaming (feat. Lil Wayne),4DTpngLjoHj5gFxEZFeD3J,"Kodak Black, Lil Wayne",Project Baby 2: All Grown Up (Deluxe Edition),hard trap,0.736,0.604,1,-7.357,0,0.222,0.0652,6.43e-05,0.124,0.574,155.007
Wanted You (feat. Lil Uzi Vert),790MhTXPFrYkrqCKvpg4t1,"NAV, Lil Uzi Vert",Wanted You (feat. Lil Uzi Vert),hard trap,0.795,0.728,9,-4.712,0,0.0544,0.207,0.0,0.237,0.581,146.977
Lemon - Edit,2LKlHBPHxLG5ArAXfF148n,"N.E.R.D, Rihanna",Lemon (Edit),hard trap,0.805,0.71,1,-6.642,1,0.309,0.000881,2.64e-05,0.358,0.147,190.044
Go Legend (& Metro Boomin),3wAI7MIQtTgwcRmwchPZBc,"Big Sean, Metro Boomin, Travis Scott",Double Or Nothing (& Metro Boomin),hard trap,0.656,0.564,1,-8.925,0,0.0883,0.0167,1.48e-06,0.165,0.251,150.012
Plain Jane,4dVpf9jZjcORqGTLUaeYj9,A$AP Ferg,Still Striving,hard trap,0.797,0.844,11,-5.482,1,0.275,0.0651,0.0,0.087,0.52,170.142
Last Time That I Checc'd (feat. YG),6sLuPa0hdDfsrksiVNA5Ux,"Nipsey Hussle, YG",Last Time That I Checc'd (feat. YG),hard trap,0.717,0.732,1,-4.448,1,0.24,0.0318,0.0,0.369,0.299,96.077
Danger (with Migos & Marshmello),0nhVrTiCGiGRCoZOJiWzm1,"Migos, Marshmello",Danger (with Migos & Marshmello) [From Bright: The Album],hard trap,0.814,0.743,9,-2.968,1,0.159,0.152,0.0,0.163,0.367,107.996
